DEPARTAMENTO;CODIGO DEPARTAMENTO;MUNICIPIO;CODIGO MUNICIPIO;COORDENADA X;COORDENADA Y;TIPO;INFRAESTRUCTURA
MAGDALENA;47;SAN ZENÓN;47703;-74,35914715;9,306719829;Oleoducto;Ayacucho - Coveñas
MAGDALENA;47;SAN ZENÓN;47703;-74,35914715;9,306719829;Oleoducto;Caño Limón - Coveñas
NARIÑO;52;SANDONÁ;52683;-77,45659661;1,288284367;;
MAGDALENA;47;SANTA ANA;47707;-74,44491036;9,503164683;Oleoducto;Caño Limón - Coveñas
ANTIOQUIA;5;SANTA BÁRBARA;5679;-75,58502572;5,885937974;;
SANTANDER;68;SANTA BÁRBARA;68705;-72,8963616;6,988052633;;
NARIÑO;52;SANTA BÁRBARA;52696;-77,70860627;2,069221751;;
NARIÑO;52;ISCUANDÉ;52696;-77,70860627;2,069221751;;
MAGDALENA;47;SANTA BÁRBARA DE PINTO;47720;-74,66614655;9,485304034;Oleoducto;Caño Limón - Coveñas
BOLÍVAR;13;SANTA CATALINA;13673;-75,26603805;10,64577936;Poliducto;Cartagena - Baranoa
NARIÑO;52;SANTA CRUZ;52699;-77,74462234;1,285364347;;
NARIÑO;52;GUACHAVÉS;52699;-77,74462234;1,285364347;;
ANTIOQUIA;5;SANTA FE DE ANTIOQUIA;5042;-75,89908653;6,529667459;;
SANTANDER;68;SANTA HELENA DEL OPÓN;68720;-73,58152001;6,40878849;;
TOLIMA;73;SANTA ISABEL;73686;-75,10663301;4,701172521;;
ATLÁNTICO;8;SANTA LUCÍA;8675;-74,96532175;10,35369334;Línea Fluvial;Línea de Transporte Fluvial Calamar - Pasacaballos
BOYACÁ;15;SANTA MARÍA;15690;-73,25379083;4,822999914;;
HUILA;41;SANTA MARÍA;41676;-75,63331649;2,926343076;;
MAGDALENA;47;SANTA MARTA;47001;-73,88508945;11,12205563;Línea Submarina;Linea Submarina Pozos Colorados
MAGDALENA;47;SANTA MARTA;47001;-73,88508945;11,12205563;Poliducto;Pozos Colorados - Ayacucho - Galán
MAGDALENA;47;SANTA MARTA;47001;-73,88508945;11,12205563;Estación;TERMINAL POZOS COLORADOS
BOLÍVAR;13;SANTA ROSA;13683;-75,36123929;10,46918493;Poliducto;Cartagena - Baranoa
CAUCA;19;SANTA ROSA;19701;-76,53878539;1,520111431;;
RISARALDA;66;SANTA ROSA DE CABAL;66682;-75,54940567;4,833523742;Poliducto;ODECA (Oleoducto de Caldas)
ANTIOQUIA;5;SANTA ROSA DE OSOS;5686;-75,43837434;6,674211574;;
BOYACÁ;15;SANTA ROSA DE VITERBO;15693;-72,99215624;5,894139177;;
BOLÍVAR;13;SANTA ROSA DEL SUR;13688;-74,26271041;7,772700145;;
VICHADA;99;SANTA ROSALÍA;99624;-70,6511394;4,980220174;;
BOYACÁ;15;SANTA SOFÍA;15696;-73,60322485;5,731466257;Oleoducto;OCENSA (Oleoducto Central)
BOYACÁ;15;SANTA SOFÍA;15696;-73,60322485;5,731466257;Poliducto;Polioriente
BOYACÁ;15;SANTANA;15686;-73,48645314;6,05822684;;
AMAZONAS;91;SANTANDER;91669;-71,93893813;-1,101027685;;
AMAZONAS;91;ARARACUARA;91669;-71,93893813;-1,101027685;;
CAUCA;19;SANTANDER DE QUILICHAO;19698;-76,49875809;2,98450738;;
PUTUMAYO;86;SANTIAGO;86760;-76,97552788;1,035995437;;
NORTE DE SANTANDER;54;SANTIAGO;54680;-72,71794313;7,889548567;;
ANTIOQUIA;5;SANTO DOMINGO;5690;-75,14251896;6,481224071;Poliducto;Sebastopol - Medellín
ATLÁNTICO;8;SANTO TOMÁS;8685;-74,78721809;10,75506899;;
ANTIOQUIA;5;SANTUARIO;5697;-75,25155458;6,127832251;;
RISARALDA;66;SANTUARIO;66687;-76,03412199;5,077774168;;
NARIÑO;52;SAPUYES;52720;-77,71810046;1,045447953;Oleoducto;OTA (Trasandino)
ARAUCA;81;SARAVENA;81736;-71,85046018;6,906795764;Oleoducto;Caño Limón - Coveñas
ARAUCA;81;SARAVENA;81736;-71,85046018;6,906795764;Oleoducto;OBC (Oleoducto Bicentenario de Colombia)
ARAUCA;81;SARAVENA;81736;-71,85046018;6,906795764;Estación;BANADÍA
NORTE DE SANTANDER;54;SARDINATA;54720;-72,80709022;8,265762167;Poliducto;Ayacucho - Tibú - Río Zulia
NORTE DE SANTANDER;54;SARDINATA;54720;-72,80709022;8,265762167;Oleoducto;Caño Limón - Coveñas
CUNDINAMARCA;25;SASAIMA;25718;-74,41213009;4,946741919;Poliducto;Salgar - Mansilla
CUNDINAMARCA;25;SASAIMA;25718;-74,41213009;4,946741919;Propanoducto;Salgar - Vista Hermosa
BOYACÁ;15;SATIVANORTE;15720;-72,73032499;6,131981657;;
BOYACÁ;15;SATIVASUR;15723;-72,72425576;6,082629289;;
ANTIOQUIA;5;SEGOVIA;5736;-74,6223775;7,26749623;Oleoducto;OCENSA (Oleoducto Central)
ANTIOQUIA;5;SEGOVIA;5736;-74,6223775;7,26749623;Oleoducto;ODC (Oleoducto de Colombia)
CUNDINAMARCA;25;SESQUILÉ;25736;-73,77469659;4,999929706;;
VALLE DEL CAUCA;76;SEVILLA;76736;-75,88802558;4,1925764;;
BOYACÁ;15;SIACHOQUE;15740;-73,21643886;5,498675583;;
CUNDINAMARCA;25;SIBATÉ;25740;-74,26334191;4,46598298;;
PUTUMAYO;86;SIBUNDOY;86749;-76,91312925;1,228481644;;
NORTE DE SANTANDER;54;SILOS;54743;-72,78629268;7,181097559;;
CUNDINAMARCA;25;SILVANIA;25743;-74,3702757;4,43699478;;
CAUCA;19;SILVIA;19743;-76,35047309;2,651423541;;
SANTANDER;68;SIMACOTA;68745;-73,45914355;6,494520596;Oleoducto;Vasconia - CIB
SANTANDER;68;SIMACOTA;68745;-73,45914355;6,494520596;Poliducto;Galán - Salgar
CUNDINAMARCA;25;SIMIJACA;25745;-73,84525112;5,508399855;;
BOLÍVAR;13;SIMITÍ;13744;-73,98364904;7,851391755;;
SUCRE;70;SINCÉ;70742;-75,08670129;9,255871455;Oleoducto;Ayacucho - Coveñas
SUCRE;70;SINCÉ;70742;-75,08670129;9,255871455;Oleoducto;Caño Limón - Coveñas
SUCRE;70;SINCELEJO;70001;-75,43005283;9,312803368;Oleoducto;Ayacucho - Coveñas
SUCRE;70;SINCELEJO;70001;-75,43005283;9,312803368;Oleoducto;Caño Limón - Coveñas
CHOCÓ;27;SIPÍ;27745;-76,54042064;4,594128511;;
MAGDALENA;47;SITIONUEVO;47745;-74,62950092;10,89064692;;
CUNDINAMARCA;25;SOACHA;25754;-74,24028724;4,582054492;;
BOYACÁ;15;SOATÁ;15753;-72,69613273;6,323056987;;
BOYACÁ;15;SOCHA;15757;-72,68236834;5,960543719;;
SANTANDER;68;SOCORRO;68755;-73,2442771;6,462613091;;
BOYACÁ;15;SOCOTÁ;15755;-72,56032551;5,934151055;;
BOYACÁ;15;SOGAMOSO;15759;-72,87048168;5,647155229;;
CAQUETÁ;18;SOLANO;18756;-72,31946288;0,095393962;;
ATLÁNTICO;8;SOLEDAD;8758;-74,77858071;10,90707005;;
CAQUETÁ;18;SOLITA;18785;-75,66734655;0,932804982;;
BOYACÁ;15;SOMONDOCO;15761;-73,42842781;4,97146134;;
ANTIOQUIA;5;SONSÓN;5756;-75,22827387;5,700781092;;
ANTIOQUIA;5;SOPETRÁN;5761;-75,74595464;6,521930737;;
BOLÍVAR;13;SOPLAVIENTO;13760;-75,11641462;10,33208657;Línea Fluvial;Línea de Transporte Fluvial Calamar - Pasacaballos
CUNDINAMARCA;25;SOPÓ;25758;-73,96603851;4,888229126;;
BOYACÁ;15;SORA;15762;-73,44378917;5,5803931;;
BOYACÁ;15;SORACÁ;15764;-73,31875912;5,49502588;;
BOYACÁ;15;SOTAQUIRÁ;15763;-73,24401185;5,762043341;;
CAUCA;19;SOTARÁ;19760;-76,61163724;2,231922933;;
SANTANDER;68;SUAITA;68770;-73,36192816;6,101616372;;
ATLÁNTICO;8;SUAN;8770;-74,90721454;10,31084225;;
TOLIMA;73;SUÁREZ;73770;-74,81857263;4,04886505;;
CAUCA;19;SUÁREZ;19780;-76,74452604;2,994928568;;
HUILA;41;SUAZA;41770;-75,80818531;1,870904091;;
CUNDINAMARCA;25;SUBACHOQUE;25769;-74,15693066;4,970022601;;
SANTANDER;68;SUCRE;68773;-73,95968831;5,983262267;;
SUCRE;70;SUCRE;70771;-74,74648053;8,819857284;;
CAUCA;19;SUCRE;19785;-76,909986;2,057831142;;
CUNDINAMARCA;25;SUESCA;25772;-73,82340663;5,12314615;Poliducto;Polioriente
CUNDINAMARCA;25;SUPATÁ;25777;-74,23155542;5,061459383;;
CALDAS;17;SUPIA;17777;-75,64103993;5,453718955;Poliducto;Medellín - Cartago
SANTANDER;68;SURATÁ;68780;-72,98790477;7,475686376;;
CUNDINAMARCA;25;SUSA;25779;-73,82290468;5,43965989;;
BOYACÁ;15;SUSACÓN;15774;-72,71582569;6,215077773;;
BOYACÁ;15;SUTAMARCHÁN;15776;-73,63150496;5,651745163;Oleoducto;OCENSA (Oleoducto Central)
BOYACÁ;15;SUTAMARCHÁN;15776;-73,63150496;5,651745163;Poliducto;Poliandino
BOYACÁ;15;SUTAMARCHÁN;15776;-73,63150496;5,651745163;Poliducto;Polioriente
BOYACÁ;15;SUTAMARCHÁN;15776;-73,63150496;5,651745163;Estación;SUTAMARCHÁN
CUNDINAMARCA;25;SUTATAUSA;25781;-73,85497033;5,242950536;;
BOYACÁ;15;SUTATENZA;15778;-73,41250023;5,027818449;;
CUNDINAMARCA;25;TABIO;25785;-74,08403044;4,951510781;;
CHOCÓ;27;TADÓ;27787;-76,33101091;5,266069533;;
BOLÍVAR;13;TALAIGUA NUEVO;13780;-74,58696562;9,269415387;Oleoducto;Ayacucho - Coveñas
CESAR;20;TAMALAMEQUE;20787;-73,76344474;8,902789254;Oleoducto;Ayacucho - Coveñas
CESAR;20;TAMALAMEQUE;20787;-73,76344474;8,902789254;Oleoducto;Caño Limón - Coveñas
CESAR;20;TAMALAMEQUE;20787;-73,76344474;8,902789254;Poliducto;Pozos Colorados - Ayacucho - Galán
CASANARE;85;TÁMARA;85400;-72,20041241;5,879011925;;
ARAUCA;81;TAME;81794;-71,79436776;6,39010192;Oleoducto;OBC (Oleoducto Bicentenario de Colombia)
ANTIOQUIA;5;TÁMESIS;5789;-75,71009528;5,674558908;;
NARIÑO;52;TAMINANGO;52786;-77,32487545;1,592060323;;
NARIÑO;52;TANGUA;52788;-77,3505844;1,063962444;;
VAUPÉS;97;TARAIRA;97666;-69,9076795;-0,719984711;;
AMAZONAS;91;TARAPACÁ;91798;-70,00651853;-2,451801581;;
ANTIOQUIA;5;TARAZÁ;5790;-75,48909264;7,485327578;;
HUILA;41;TARQUI;41791;-75,87572916;2,130317198;;
ANTIOQUIA;5;TARSO;5792;-75,828986;5,871077116;;
BOYACÁ;15;TASCO;15790;-72,72630133;5,882267219;;
CASANARE;85;TAURAMENA;85410;-72,62864777;4,696812213;Oleoducto;Araguaney - El Porvenir
CASANARE;85;TAURAMENA;85410;-72,62864777;4,696812213;Oleoducto;OCENSA (Oleoducto Central)
CASANARE;85;TAURAMENA;85410;-72,62864777;4,696812213;Oleoducto;ODL (Oleoducto de los Llanos Orientales)
CASANARE;85;TAURAMENA;85410;-72,62864777;4,696812213;Oleoducto;Santiago - Porvenir
CUNDINAMARCA;25;TAUSA;25793;-73,95843833;5,171073923;;
HUILA;41;TELLO;41799;-75,08568449;3,030835635;;
CUNDINAMARCA;25;TENA;25797;-74,36790603;4,666407276;;
MAGDALENA;47;TENERIFE;47798;-74,7335751;9,923359675;;
CUNDINAMARCA;25;TENJO;25799;-74,14658396;4,838402219;;
BOYACÁ;15;TENZA;15798;-73,42447553;5,070717744;;
NORTE DE SANTANDER;54;TEORAMA;54800;-73,15717919;8,759675222;Poliducto;Ayacucho - Tibú - Río Zulia
NORTE DE SANTANDER;54;TEORAMA;54800;-73,15717919;8,759675222;Oleoducto;Caño Limón - Coveñas
HUILA;41;TERUEL;41801;-75,75964161;2,851520834;;
HUILA;41;TESALIA;41797;-75,68316427;2,527383566;;
CUNDINAMARCA;25;TIBACUY;25805;-74,48657896;4,321577444;;
BOYACÁ;15;TIBANÁ;15804;-73,39308075;5,301002492;;
BOYACÁ;15;TIBASOSA;15806;-73,01118071;5,747428163;;
CUNDINAMARCA;25;TIBIRITA;25807;-73,51318464;5,083583386;;
NORTE DE SANTANDER;54;TIBÚ;54810;-72,79955958;8,713803401;Poliducto;Ayacucho - Tibú - Río Zulia
NORTE DE SANTANDER;54;TIBÚ;54810;-72,79955958;8,713803401;Oleoducto;Caño Limón - Coveñas
CÓRDOBA;23;TIERRALTA;23807;-76,16879784;7,812466898;;
HUILA;41;TIMANÁ;41807;-75,91729956;1,950967905;;
CAUCA;19;TIMBÍO;19807;-76,71064422;2,370090737;;
CAUCA;19;TIMBIQUÍ;19809;-77,49177318;2,699887155;;
BOYACÁ;15;TINJACÁ;15808;-73,67512747;5,578765478;Poliducto;Polioriente
BOYACÁ;15;TIPACOQUE;15810;-72,69436353;6,420431862;;
BOLÍVAR;13;TIQUISIO;13810;-74,29672506;8,49237037;;
ANTIOQUIA;5;TITIRIBÍ;5809;-75,79942754;6,058192217;;
BOYACÁ;15;TOCA;15814;-73,16100727;5,580488037;;
CUNDINAMARCA;25;TOCAIMA;25815;-74,6483502;4,452337638;;
CUNDINAMARCA;25;TOCANCIPÁ;25817;-73,92877048;4,968607182;Poliducto;Polioriente
CUNDINAMARCA;25;TOCANCIPÁ;25817;-73,92877048;4,968607182;Estación;TOCANCIPÁ
BOYACÁ;15;TOGÜÍ;15816;-73,48531852;5,916723647;;
NORTE DE SANTANDER;54;TOLEDO;54820;-72,30600569;7,226007276;Oleoducto;Caño Limón - Coveñas
NORTE DE SANTANDER;54;TOLEDO;54820;-72,30600569;7,226007276;Estación;SAMORÉ
NORTE DE SANTANDER;54;TOLEDO;54820;-72,30600569;7,226007276;Estación;TOLEDO
ANTIOQUIA;5;TOLEDO;5819;-75,71335838;7,016947871;;
SUCRE;70;TOLÚ;70820;-75,53497645;9,532442684;Oleoducto;Coveñas - Cartagena
SUCRE;70;TOLUVIEJO;70823;-75,44282811;9,490646398;;
SANTANDER;68;TONA;68820;-72,94001383;7,170953446;;
BOYACÁ;15;TÓPAGA;15820;-72,83656387;5,765275158;;
CUNDINAMARCA;25;TOPAIPÍ;25823;-74,28985593;5,35585662;;
CAUCA;19;TORIBÍO;19821;-76,20382385;2,976448311;;
VALLE DEL CAUCA;76;TORO;76823;-76,08153479;4,638350629;;
BOYACÁ;15;TOTA;15822;-72,9954429;5,504957297;;
CAUCA;19;TOTORÓ;19824;-76,39795399;2,476287439;;
CASANARE;85;TRINIDAD;85430;-71,25321852;5,351200239;;
VALLE DEL CAUCA;76;TRUJILLO;76828;-76,34299332;4,233296657;;
ATLÁNTICO;8;TUBARÁ;8832;-74,98430267;10,9070732;;
CÓRDOBA;23;TUCHÍN;23815;-75,54546531;9,22341446;Oleoducto;OCENSA (Oleoducto Central)
CÓRDOBA;23;TUCHÍN;23815;-75,54546531;9,22341446;Oleoducto;ODC (Oleoducto de Colombia)
VALLE DEL CAUCA;76;TULUÁ;76834;-76,03177453;4,028427913;Poliducto;Cartago - Yumbo
VALLE DEL CAUCA;76;TULUÁ;76834;-76,03177453;4,028427913;Poliducto;ODECA (Oleoducto de Caldas)
VALLE DEL CAUCA;76;TULUÁ;76834;-76,03177453;4,028427913;Poliducto;Cartago - Yumbo
VALLE DEL CAUCA;76;TULUÁ;76834;-76,03177453;4,028427913;Poliducto;ODECA (Oleoducto de Caldas)
NARIÑO;52;TUMACO;52835;-78,59822183;2,276085408;Línea Submarina;Linea Submarina Tumaco
NARIÑO;52;TUMACO;52835;-78,59822183;2,276085408;Oleoducto;OTA (Trasandino)
NARIÑO;52;TUMACO;52835;-78,61517781;1,573846627;Estación;TERMINAL TUMACO
BOYACÁ;15;TUNJA;15001;-73,37798337;5,518409912;;
BOYACÁ;15;TUNUNGUÁ;15832;-73,94318198;5,720326474;;
NARIÑO;52;TÚQUERRES;52838;-77,63083856;1,134597048;;
BOLÍVAR;13;TURBACO;13836;-75,37983649;10,35286856;Poliducto;Cartagena - Baranoa
BOLÍVAR;13;TURBANA;13838;-75,43218517;10,25350322;Línea Fluvial;Línea de Transporte Fluvial Calamar - Pasacaballos
BOLÍVAR;13;TURBANA;13838;-75,43218517;10,25350322;Oleoducto;Coveñas - Cartagena
ANTIOQUIA;5;TURBO;5837;-76,57756021;8,171022221;;
BOYACÁ;15;TURMEQUÉ;15835;-73,50905196;5,305705582;;
BOYACÁ;15;TUTA;15837;-73,17298876;5,678013362;;
BOYACÁ;15;TUTAZÁ;15839;-72,85721814;6,07789561;;
CUNDINAMARCA;25;UBALÁ;25839;-73,47685735;4,803592018;;
CUNDINAMARCA;25;UBAQUE;25841;-74,0111776;4,521297957;;
CUNDINAMARCA;25;UBATÉ;25843;-73,82003484;5,316064411;;
VALLE DEL CAUCA;76;ULLOA;76845;-75,77768905;4,707238214;;
BOYACÁ;15;ÚMBITA;15842;-73,4630786;5,217470144;;
CUNDINAMARCA;25;UNE;25845;-74,1119286;4,244461989;;
CHOCÓ;27;UNGUÍA;27800;-77,10364883;8,116378297;;
CHOCÓ;27;UNIÓN PANAMERICANA;27810;-76,62051818;5,282084239;;
ANTIOQUIA;5;URAMITA;5842;-76,1324375;6,91391648;;
META;50;URIBE;50370;-74,43066467;3,047748404;;
LA GUAJIRA;44;URIBIA;44847;-71,74879765;11,99967076;;
ANTIOQUIA;5;URRAO;5847;-76,2598671;6,335873055;;
LA GUAJIRA;44;URUMITA;44855;-72,98560108;10,49437504;;
ATLÁNTICO;8;USIACURÍ;8849;-74,98251189;10,74053136;Poliducto;Cartagena - Baranoa
CUNDINAMARCA;25;ÚTICA;25851;-74,478113;5,192398577;;
ANTIOQUIA;5;VALDIVIA;5854;-75,40093495;7,264777283;;
CÓRDOBA;23;VALENCIA;23855;-76,22086955;8,219582715;;
SANTANDER;68;VALLE DE SAN JOSÉ;68855;-73,10964531;6,435031963;;
TOLIMA;73;VALLE DE SAN JUAN;73854;-75,17141896;4,182277172;;
PUTUMAYO;86;VALLE DEL GUAMUEZ;86865;-76,77073761;0,420620618;Oleoducto;OSO (San Miguel - Orito)
CESAR;20;VALLEDUPAR;20001;-73,45772979;10,22038552;;
ANTIOQUIA;5;VALPARAISO;5856;-75,63116697;5,65190469;Poliducto;Medellín - Cartago
CAQUETÁ;18;VALPARAÍSO;18860;-75,61726638;1,088322335;;
ANTIOQUIA;5;VEGACHÍ;5858;-74,75406184;6,836930128;;
SANTANDER;68;VÉLEZ;68861;-73,69186483;6,006133933;Poliducto;Polioriente
TOLIMA;73;VENADILLO;73861;-74,92116215;4,708734064;Oleoducto;OAM (Oleoducto Alto Magdalena)
TOLIMA;73;VENADILLO;73861;-74,92116215;4,708734064;Poliducto;Salgar - Neiva
ANTIOQUIA;5;VENECIA;5861;-75,7763222;5,956516062;;
CUNDINAMARCA;25;VENECIA;25506;-74,45207647;4,063425169;;
BOYACÁ;15;VENTAQUEMADA;15861;-73,52023259;5,382823797;Oleoducto;OCENSA (Oleoducto Central)
BOYACÁ;15;VENTAQUEMADA;15861;-73,52023259;5,382823797;Poliducto;Poliandino
CUNDINAMARCA;25;VERGARA;25862;-74,30966463;5,131122756;;
VALLE DEL CAUCA;76;VERSALLES;76863;-76,28177041;4,639122543;;
SANTANDER;68;VETAS;68867;-72,88172787;7,322542944;;
CUNDINAMARCA;25;VIANÍ;25867;-74,54965682;4,914083597;;
CALDAS;17;VICTORIA;17867;-74,83623881;5,447725925;Poliducto;ODECA (Oleoducto de Caldas)
CALDAS;17;VICTORIA;17867;-74,83623881;5,447725925;Oleoducto;OAM (Oleoducto Alto Magdalena)
CALDAS;17;VICTORIA;17867;-74,83623881;5,447725925;Poliducto;Salgar - Neiva
ANTIOQUIA;5;VIGIA DEL FUERTE;5873;-76,69536624;6,453376071;;
VALLE DEL CAUCA;76;VIJES;76869;-76,47101786;3,743733776;Poliducto;Cartago - Yumbo
VALLE DEL CAUCA;76;VIJES;76869;-76,47101786;3,743733776;Poliducto;ODECA (Oleoducto de Caldas)
NORTE DE SANTANDER;54;VILLA CARO;54871;-72,98234696;7,919553153;;
BOYACÁ;15;VILLA DE LEIVA;15407;-73,51448409;5,665693865;Oleoducto;OCENSA (Oleoducto Central)
BOYACÁ;15;VILLA DE LEIVA;15407;-73,51448409;5,665693865;Poliducto;Poliandino
BOYACÁ;15;VILLA DE LEIVA;15407;-73,51448409;5,665693865;Poliducto;Polioriente
NORTE DE SANTANDER;54;VILLA DEL ROSARIO;54874;-72,48336105;7,717272065;;
CAUCA;19;VILLA RICA;19845;-76,46449683;3,180284451;;
PUTUMAYO;86;VILLAGARZÓN;86885;-76,74457098;0,911092273;;
CUNDINAMARCA;25;VILLAGÓMEZ;25871;-74,18475964;5,25884927;;
TOLIMA;73;VILLAHERMOSA;73870;-75,15602726;4,965408662;;
CALDAS;17;VILLAMARIA;17873;-75,43554802;4,940439097;Poliducto;ODECA (Oleoducto de Caldas)
SANTANDER;68;VILLANUEVA;68872;-73,16382648;6,685816087;;
CASANARE;85;VILLANUEVA;85440;-72,82202591;4,527698804;;
BOLÍVAR;13;VILLANUEVA;13873;-75,26342526;10,44497713;;
LA GUAJIRA;44;VILLANUEVA;44874;-72,97530096;10,58358564;;
CUNDINAMARCA;25;VILLAPINZÓN;25873;-73,5770138;5,227015007;;
TOLIMA;73;VILLARRICA;73873;-74,61865686;3,854489719;;
META;50;VILLAVICENCIO;50001;-73,48748107;4,091494286;Naftaducto;Chichimene - Apiay
META;50;VILLAVICENCIO;50001;-73,48748107;4,091494286;Oleoducto;Castilla - Apiay
META;50;VILLAVICENCIO;50001;-73,48748107;4,091494286;Oleoducto;Oleoducto el Porvenir
META;50;VILLAVICENCIO;50001;-73,48748107;4,091494286;Poliducto;Poliandino
META;50;VILLAVICENCIO;50001;-73,48748107;4,091494286;Estación;APIAY
HUILA;41;VILLAVIEJA;41872;-75,13818653;3,287177742;;
CUNDINAMARCA;25;VILLETA;25875;-74,48803128;5,011604142;Poliducto;Salgar - Mansilla
CUNDINAMARCA;25;VILLETA;25875;-74,48803128;5,011604142;Propanoducto;Salgar - Vista Hermosa
CUNDINAMARCA;25;VILLETA;25875;-74,48803128;5,011604142;Poliducto;Salgar - Mansilla
CUNDINAMARCA;25;VILLETA;25875;-74,48803128;5,011604142;Propanoducto;Salgar - Vista Hermosa
CUNDINAMARCA;25;VILLETA;25875;-74,48803128;5,011604142;Estación;VILLETA
CUNDINAMARCA;25;VIOTÁ;25878;-74,48616342;4,436201433;;
BOYACÁ;15;VIRACACHÁ;15879;-73,26627609;5,440593042;;
META;50;VISTAHERMOSA;50711;-73,66595695;2,812554347;;
CALDAS;17;VITERBO;17877;-75,87954157;5,047953234;;
CUNDINAMARCA;25;YACOPÍ;25885;-74,3647788;5,5915112;;
NARIÑO;52;YACUANQUER;52885;-77,42457944;1,125617082;;
HUILA;41;YAGUARÁ;41885;-75,51596964;2,646164622;Oleoducto;Yaguará - Tenay
HUILA;41;YAGUARÁ;41885;-75,51596964;2,646164622;Estación;YAGUARÁ
ANTIOQUIA;5;YALÍ;5885;-74,75590475;6,71704789;;
ANTIOQUIA;5;YARUMAL;5887;-75,47996213;6,935085525;;
VAUPÉS;97;YAVARATÉ;97889;-69,61957907;0,833777516;;
ANTIOQUIA;5;YOLOMBÓ;5890;-75,03003925;6,645434348;Poliducto;Sebastopol - Medellín
ANTIOQUIA;5;YONDÓ;5893;-74,15845111;6,925021066;Oleoducto;OCENSA (Oleoducto Central)
ANTIOQUIA;5;YONDÓ;5893;-74,15845111;6,925021066;Oleoducto;ODC (Oleoducto de Colombia)
CASANARE;85;YOPAL;85001;-72,25802754;5,24198559;Poliducto;Floreña
CASANARE;85;YOPAL;85001;-72,25802754;5,24198559;Oleoducto;Araguaney - El Porvenir
CASANARE;85;YOPAL;85001;-72,25802754;5,24198559;Oleoducto;OBC (Oleoducto Bicentenario de Colombia)
CASANARE;85;YOPAL;85001;-72,25802754;5,24198559;Estación;ARAGUANEY
VALLE DEL CAUCA;76;YOTOCO;76890;-76,39083091;3,904568781;Poliducto;Cartago - Yumbo
VALLE DEL CAUCA;76;YOTOCO;76890;-76,39083091;3,904568781;Poliducto;ODECA (Oleoducto de Caldas)
VALLE DEL CAUCA;76;YUMBO;76892;-76,51081013;3,596065979;Poliducto;Buenaventura - Yumbo
VALLE DEL CAUCA;76;YUMBO;76892;-76,51081013;3,596065979;Poliducto;Cartago - Yumbo
VALLE DEL CAUCA;76;YUMBO;76892;-76,51081013;3,596065979;Poliducto;ODECA (Oleoducto de Caldas)
VALLE DEL CAUCA;76;YUMBO;76892;-76,51081013;3,596065979;Estación;YUMBO
BOLÍVAR;13;ZAMBRANO;13894;-74,87938554;9,744206926;;
SANTANDER;68;ZAPATOCA;68895;-73,30697675;6,813239246;;
MAGDALENA;47;ZAPAYÁN;47960;-74,6912072;10,11758355;;
ANTIOQUIA;5;ZARAGOZA;5895;-74,85801809;7,475149405;Oleoducto;OCENSA (Oleoducto Central)
ANTIOQUIA;5;ZARAGOZA;5895;-74,85801809;7,475149405;Oleoducto;ODC (Oleoducto de Colombia)
VALLE DEL CAUCA;76;ZARZAL;76895;-76,05078073;4,353634037;Poliducto;Cartago - Yumbo
VALLE DEL CAUCA;76;ZARZAL;76895;-76,05078073;4,353634037;Poliducto;ODECA (Oleoducto de Caldas)
VALLE DEL CAUCA;76;ZARZAL;76895;-76,05078073;4,353634037;Poliducto;Cartago - Yumbo
VALLE DEL CAUCA;76;ZARZAL;76895;-76,05078073;4,353634037;Poliducto;ODECA (Oleoducto de Caldas)
BOYACÁ;15;ZETAQUIRÁ;15897;-73,16753391;5,285750713;Oleoducto;OCENSA (Oleoducto Central)
BOYACÁ;15;ZETAQUIRÁ;15897;-73,16753391;5,285750713;Poliducto;Poliandino
CUNDINAMARCA;25;ZIPACÓN;25898;-74,3870837;4,754451017;;
CUNDINAMARCA;25;ZIPAQUIRÁ;25899;-74,04920549;5,066473613;;
MAGDALENA;47;ZONA BANANERA;47980;-74,17801288;10,79628116;Poliducto;Pozos Colorados - Ayacucho - Galán
